Player,Date,Pitcher,Team,ISO,Pitcher_HR9,HardHit,FlyBall,ParkFactor,WindFactor,Matchup,HR_Result,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate
Gio Urshela,2024-03-28,Garrett Crochet,Detroit Tigers,0.16,2.18,51.58,40.01,1.03,0.92,0.78,0,10.0,90.0,16.0,0.1
Spencer Torkelson,2024-03-28,Garrett Crochet,Detroit Tigers,0.217,1.79,25.01,34.64,1.04,0.92,0.63,0,10.0,90.0,16.0,0.1
Riley Greene,2024-03-28,Garrett Crochet,Detroit Tigers,0.123,1.6,36.07,36.56,0.92,1.18,0.93,0,10.0,90.0,16.0,0.1
Mark Canha,2024-03-28,Garrett Crochet,Detroit Tigers,0.144,2.16,55.72,33.73,1.05,1.04,0.71,0,10.0,90.0,16.0,0.1
Matt Vierling,2024-03-28,Garrett Crochet,Detroit Tigers,0.136,1.85,47.66,49.31,1.13,1.18,0.61,0,10.0,90.0,16.0,0.1
Colt Keith,2024-03-28,Garrett Crochet,Detroit Tigers,0.236,1.18,38.77,25.52,0.96,0.91,0.71,0,10.0,90.0,16.0,0.1
Jake Rogers,2024-03-28,Garrett Crochet,Detroit Tigers,0.338,1.07,58.69,26.42,0.94,1.11,0.81,0,10.0,90.0,16.0,0.1
Javier Báez,2024-03-28,Garrett Crochet,Detroit Tigers,0.278,1.55,55.43,41.14,0.98,1.05,0.74,0,10.0,90.0,16.0,0.1
Parker Meadows,2024-03-28,Garrett Crochet,Detroit Tigers,0.171,1.26,42.68,20.07,1.17,1.1,0.71,0,10.0,90.0,16.0,0.1
Tarik Skubal,2024-03-28,Garrett Crochet,Detroit Tigers,0.223,1.54,41.16,38.64,1.2,0.91,0.82,0,10.0,90.0,16.0,0.1
Shelby Miller,2024-03-28,Garrett Crochet,Detroit Tigers,0.263,1.8,26.74,46.18,0.99,1.04,0.8,0,10.0,90.0,16.0,0.1
Andrew Chafin,2024-03-28,Garrett Crochet,Detroit Tigers,0.286,0.87,37.91,45.75,1.03,1.17,0.7,0,10.0,90.0,16.0,0.1
Jason Foley,2024-03-28,Garrett Crochet,Detroit Tigers,0.136,1.35,49.99,48.08,1.07,1.05,0.74,0,10.0,90.0,16.0,0.1
Andrew Benintendi,2024-03-28,Tarik Skubal,Chicago White Sox,0.275,1.91,48.3,29.51,0.97,1.11,0.96,0,10.0,90.0,16.0,0.1
Yoán Moncada,2024-03-28,Tarik Skubal,Chicago White Sox,0.296,1.92,26.71,20.14,0.97,1.06,0.74,0,10.0,90.0,16.0,0.1
Luis Robert Jr.,2024-03-28,Tarik Skubal,Chicago White Sox,0.336,0.97,32.34,35.11,1.13,0.97,0.55,0,10.0,90.0,16.0,0.1
Eloy Jiménez,2024-03-28,Tarik Skubal,Chicago White Sox,0.196,1.51,34.43,29.21,1.16,1.04,0.71,0,10.0,90.0,16.0,0.1
Andrew Vaughn,2024-03-28,Tarik Skubal,Chicago White Sox,0.125,0.92,25.71,40.66,1.2,1.04,0.94,0,10.0,90.0,16.0,0.1
Paul DeJong,2024-03-28,Tarik Skubal,Chicago White Sox,0.211,1.65,54.14,41.74,1.15,0.95,0.83,0,10.0,90.0,16.0,0.1
Kevin Pillar,2024-03-28,Tarik Skubal,Chicago White Sox,0.331,1.99,52.97,31.33,0.94,1.06,0.86,0,10.0,90.0,16.0,0.1
Martín Maldonado,2024-03-28,Tarik Skubal,Chicago White Sox,0.316,0.97,59.58,41.49,0.95,1.15,0.62,0,10.0,90.0,16.0,0.1
Nicky Lopez,2024-03-28,Tarik Skubal,Chicago White Sox,0.317,1.55,26.01,44.69,1.16,1.17,0.73,0,10.0,90.0,16.0,0.1
Garrett Crochet,2024-03-28,Tarik Skubal,Chicago White Sox,0.221,0.93,58.32,39.06,1.11,1.16,0.67,0,10.0,90.0,16.0,0.1
Deivi García,2024-03-28,Tarik Skubal,Chicago White Sox,0.273,0.86,31.01,26.78,1.14,1.05,0.76,0,10.0,90.0,16.0,0.1
Michael Kopech,2024-03-28,Tarik Skubal,Chicago White Sox,0.174,2.04,32.35,35.96,0.96,1.02,0.63,0,10.0,90.0,16.0,0.1
Dominic Leone,2024-03-28,Tarik Skubal,Chicago White Sox,0.143,1.23,28.93,29.04,1.09,1.03,0.9,0,10.0,90.0,16.0,0.1
Connor Joe,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.289,1.24,36.99,27.15,0.99,1.09,0.73,0,10.0,90.0,16.0,0.1
Bryan Reynolds,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.321,2.14,47.79,35.24,1.11,1.17,0.88,1,10.0,90.0,16.0,0.1
Ke'Bryan Hayes,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.278,1.89,30.47,29.89,1.08,0.99,0.62,0,10.0,90.0,16.0,0.1
Andrew McCutchen,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.177,0.83,32.14,25.89,1.17,1.03,0.73,0,10.0,90.0,16.0,0.1
Henry Davis,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.309,1.08,37.14,25.95,1.12,1.1,0.8,0,10.0,90.0,16.0,0.1
Oneil Cruz,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.238,2.04,42.75,41.99,1.15,0.98,0.86,1,10.0,90.0,16.0,0.1
Jared Triolo,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.264,1.22,43.12,26.58,0.93,0.98,0.52,0,10.0,90.0,16.0,0.1
Rowdy Tellez,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.291,1.58,47.46,32.23,1.16,1.03,0.88,0,10.0,90.0,16.0,0.1
Edward Olivares,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.175,1.69,42.79,41.81,0.96,1.18,0.82,1,10.0,90.0,16.0,0.1
Jack Suwinski,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.234,0.84,26.92,27.08,1.03,1.15,0.76,0,10.0,90.0,16.0,0.1
Michael A. Taylor,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.216,1.51,33.96,23.51,1.04,1.12,0.82,0,10.0,90.0,16.0,0.1
Mitch Keller,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.188,0.84,40.03,32.14,1.05,0.91,0.76,0,10.0,90.0,16.0,0.1
Josh Fleming,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.226,2.12,44.33,48.4,1.17,0.94,0.74,0,10.0,90.0,16.0,0.1
Hunter Stratton,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.204,1.9,43.77,45.6,0.91,1.11,0.56,0,10.0,90.0,16.0,0.1
Ryan Borucki,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.171,1.38,27.73,39.65,1.02,0.94,0.93,0,10.0,90.0,16.0,0.1
Aroldis Chapman,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.145,1.84,58.93,26.48,1.12,0.96,0.89,0,10.0,90.0,16.0,0.1
Luis Ortiz,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.209,1.0,44.94,49.9,1.03,1.17,0.95,0,10.0,90.0,16.0,0.1
Jose E. Hernandez,2024-03-28,Jesús Luzardo,Pittsburgh Pirates,0.284,2.1,44.73,46.17,1.04,0.94,0.79,0,10.0,90.0,16.0,0.1
Luis Arraez,2024-03-28,Mitch Keller,Miami Marlins,0.159,1.37,46.33,41.58,1.08,1.07,0.85,0,10.0,90.0,16.0,0.1
Josh Bell,2024-03-28,Mitch Keller,Miami Marlins,0.262,2.18,37.38,21.42,0.93,0.98,0.6,0,10.0,90.0,16.0,0.1
Bryan De La Cruz,2024-03-28,Mitch Keller,Miami Marlins,0.293,2.0,41.01,24.89,1.08,1.08,0.56,0,10.0,90.0,16.0,0.1
Jazz Chisholm Jr.,2024-03-28,Mitch Keller,Miami Marlins,0.297,1.16,29.4,23.84,0.91,1.04,0.88,0,10.0,90.0,16.0,0.1
Jake Burger,2024-03-28,Mitch Keller,Miami Marlins,0.316,1.73,37.83,42.34,1.11,1.0,0.83,0,10.0,90.0,16.0,0.1
Jesús Sánchez,2024-03-28,Mitch Keller,Miami Marlins,0.333,1.62,40.23,40.25,0.99,1.19,0.91,0,10.0,90.0,16.0,0.1
Avisaíl García,2024-03-28,Mitch Keller,Miami Marlins,0.227,2.09,37.44,32.25,0.94,0.94,0.62,0,10.0,90.0,16.0,0.1
Tim Anderson,2024-03-28,Mitch Keller,Miami Marlins,0.256,1.96,37.94,20.39,1.16,0.99,0.66,0,10.0,90.0,16.0,0.1
Nick Gordon,2024-03-28,Mitch Keller,Miami Marlins,0.265,1.96,43.54,38.03,1.09,1.13,0.96,0,10.0,90.0,16.0,0.1
Vidal Bruján,2024-03-28,Mitch Keller,Miami Marlins,0.197,1.01,35.58,40.54,1.07,1.17,0.96,0,10.0,90.0,16.0,0.1
Nick Fortes,2024-03-28,Mitch Keller,Miami Marlins,0.331,1.84,45.05,39.97,1.15,0.97,0.69,0,10.0,90.0,16.0,0.1
Jonah Bride,2024-03-28,Mitch Keller,Miami Marlins,0.26,2.12,57.27,31.8,0.92,1.03,0.8,0,10.0,90.0,16.0,0.1
Christian Bethancourt,2024-03-28,Mitch Keller,Miami Marlins,0.217,1.25,42.3,27.34,1.08,1.02,0.91,0,10.0,90.0,16.0,0.1
Jesús Luzardo,2024-03-28,Mitch Keller,Miami Marlins,0.256,1.83,27.54,39.12,1.05,1.01,0.97,0,10.0,90.0,16.0,0.1
George Soriano,2024-03-28,Mitch Keller,Miami Marlins,0.258,2.13,44.09,35.21,0.92,1.03,0.92,0,10.0,90.0,16.0,0.1
Andrew Nardi,2024-03-28,Mitch Keller,Miami Marlins,0.303,1.73,41.8,31.51,0.98,1.15,0.5,0,10.0,90.0,16.0,0.1
Anthony Bender,2024-03-28,Mitch Keller,Miami Marlins,0.245,2.06,40.29,29.07,1.01,1.15,0.52,0,10.0,90.0,16.0,0.1
Sixto Sánchez,2024-03-28,Mitch Keller,Miami Marlins,0.267,1.33,37.64,31.37,1.08,1.18,0.64,0,10.0,90.0,16.0,0.1
Tanner Scott,2024-03-28,Mitch Keller,Miami Marlins,0.151,1.59,55.58,43.79,1.15,1.17,0.72,0,10.0,90.0,16.0,0.1
Declan Cronin,2024-03-28,Mitch Keller,Miami Marlins,0.296,2.09,41.04,27.78,1.04,1.08,0.95,0,10.0,90.0,16.0,0.1
Gleyber Torres,2024-03-28,Framber Valdez,New York Yankees,0.259,1.3,25.28,27.75,1.14,1.01,0.87,0,10.0,90.0,16.0,0.1
Juan Soto,2024-03-28,Framber Valdez,New York Yankees,0.303,2.06,41.8,27.64,1.1,1.13,0.92,0,10.0,90.0,16.0,0.1
Aaron Judge,2024-03-28,Framber Valdez,New York Yankees,0.256,1.77,34.92,49.76,0.96,1.06,0.64,0,10.0,90.0,16.0,0.1
Giancarlo Stanton,2024-03-28,Framber Valdez,New York Yankees,0.281,1.69,45.38,49.87,1.09,1.04,0.86,0,10.0,90.0,16.0,0.1
Anthony Rizzo,2024-03-28,Framber Valdez,New York Yankees,0.297,1.03,26.19,32.25,0.91,1.05,0.72,0,10.0,90.0,16.0,0.1
Anthony Volpe,2024-03-28,Framber Valdez,New York Yankees,0.247,1.41,56.85,49.12,0.98,1.15,0.53,0,10.0,90.0,16.0,0.1
Alex Verdugo,2024-03-28,Framber Valdez,New York Yankees,0.173,1.1,40.62,39.71,1.09,1.02,0.79,0,10.0,90.0,16.0,0.1
Jose Trevino,2024-03-28,Framber Valdez,New York Yankees,0.282,1.54,38.67,23.35,1.01,0.98,0.59,0,10.0,90.0,16.0,0.1
Oswaldo Cabrera,2024-03-28,Framber Valdez,New York Yankees,0.263,0.81,46.69,49.1,1.18,0.98,0.55,1,10.0,90.0,16.0,0.1
Nestor Cortes,2024-03-28,Framber Valdez,New York Yankees,0.136,1.04,36.67,34.14,1.03,0.93,0.76,0,10.0,90.0,16.0,0.1
Jonathan Loáisiga,2024-03-28,Framber Valdez,New York Yankees,0.21,1.36,35.65,37.76,1.18,1.07,0.68,0,10.0,90.0,16.0,0.1
Ian Hamilton,2024-03-28,Framber Valdez,New York Yankees,0.307,1.46,51.21,35.27,1.0,1.01,0.62,0,10.0,90.0,16.0,0.1
Clay Holmes,2024-03-28,Framber Valdez,New York Yankees,0.151,0.97,51.84,34.86,1.01,0.92,0.82,0,10.0,90.0,16.0,0.1
Jose Altuve,2024-03-28,Nestor Cortes,Houston Astros,0.171,0.87,42.37,33.17,1.08,1.1,0.7,0,10.0,90.0,16.0,0.1
Yordan Alvarez,2024-03-28,Nestor Cortes,Houston Astros,0.318,2.18,44.54,22.99,1.16,0.95,0.89,0,10.0,90.0,16.0,0.1
Kyle Tucker,2024-03-28,Nestor Cortes,Houston Astros,0.306,1.48,34.74,37.58,1.19,0.95,0.99,0,10.0,90.0,16.0,0.1
Alex Bregman,2024-03-28,Nestor Cortes,Houston Astros,0.164,1.58,53.12,40.3,1.01,1.12,0.94,0,10.0,90.0,16.0,0.1
José Abreu,2024-03-28,Nestor Cortes,Houston Astros,0.146,1.48,38.01,42.67,1.01,1.02,0.96,0,10.0,90.0,16.0,0.1
Chas McCormick,2024-03-28,Nestor Cortes,Houston Astros,0.255,1.05,44.36,39.49,0.94,1.04,0.96,0,10.0,90.0,16.0,0.1
Yainer Diaz,2024-03-28,Nestor Cortes,Houston Astros,0.258,1.49,55.24,27.08,0.95,1.16,0.72,0,10.0,90.0,16.0,0.1
Jeremy Peña,2024-03-28,Nestor Cortes,Houston Astros,0.188,1.36,38.66,46.86,1.05,1.06,0.58,0,10.0,90.0,16.0,0.1
Jake Meyers,2024-03-28,Nestor Cortes,Houston Astros,0.328,1.25,25.38,36.75,1.01,1.08,0.9,1,10.0,90.0,16.0,0.1
Jon Singleton,2024-03-28,Nestor Cortes,Houston Astros,0.233,1.11,35.38,29.21,1.16,1.0,0.86,0,10.0,90.0,16.0,0.1
Mauricio Dubón,2024-03-28,Nestor Cortes,Houston Astros,0.163,0.97,29.28,25.88,0.92,1.15,0.7,0,10.0,90.0,16.0,0.1
Framber Valdez,2024-03-28,Nestor Cortes,Houston Astros,0.235,1.64,45.91,32.91,0.92,1.0,0.66,0,10.0,90.0,16.0,0.1
Seth Martinez,2024-03-28,Nestor Cortes,Houston Astros,0.128,1.62,41.5,40.1,1.08,0.93,0.85,0,10.0,90.0,16.0,0.1
Rafael Montero,2024-03-28,Nestor Cortes,Houston Astros,0.292,1.25,50.3,49.97,1.16,1.09,0.76,0,10.0,90.0,16.0,0.1
Ryan Pressly,2024-03-28,Nestor Cortes,Houston Astros,0.307,1.72,30.3,26.63,0.9,0.93,0.52,0,10.0,90.0,16.0,0.1
Tayler Scott,2024-03-28,Nestor Cortes,Houston Astros,0.141,1.39,36.15,26.47,0.97,1.0,0.78,0,10.0,90.0,16.0,0.1
Josh Hader,2024-03-28,Nestor Cortes,Houston Astros,0.26,1.86,55.07,30.45,1.1,1.02,0.83,0,10.0,90.0,16.0,0.1
Ian Happ,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.166,1.52,30.09,24.76,1.06,1.07,0.57,0,10.0,90.0,16.0,0.1
Seiya Suzuki,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.147,1.89,57.97,38.47,0.96,0.99,0.59,0,10.0,90.0,16.0,0.1
Cody Bellinger,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.282,2.1,59.41,43.79,1.0,1.02,0.54,0,10.0,90.0,16.0,0.1
Christopher Morel,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.332,1.01,57.64,22.82,1.14,0.94,0.8,0,10.0,90.0,16.0,0.1
Dansby Swanson,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.147,1.03,26.66,21.69,1.08,0.94,0.81,0,10.0,90.0,16.0,0.1
Michael Busch,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.242,1.37,46.35,33.03,1.07,0.9,0.94,0,10.0,90.0,16.0,0.1
Nico Hoerner,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.154,1.26,30.2,32.71,0.94,1.09,0.54,0,10.0,90.0,16.0,0.1
Nick Madrigal,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.312,2.07,54.29,27.76,1.07,0.91,0.51,0,10.0,90.0,16.0,0.1
Miles Mastrobuoni,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.262,1.74,29.4,32.78,1.16,1.03,0.86,0,10.0,90.0,16.0,0.1
Yan Gomes,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.256,0.89,26.1,44.59,0.97,1.17,0.77,0,10.0,90.0,16.0,0.1
Garrett Cooper,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.226,1.24,35.11,39.05,1.19,1.19,0.69,0,10.0,90.0,16.0,0.1
Miguel Amaya,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.125,2.11,51.39,37.97,1.05,0.98,0.73,0,10.0,90.0,16.0,0.1
Justin Steele,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.222,1.57,56.15,33.96,1.07,0.91,0.88,0,10.0,90.0,16.0,0.1
Julian Merryweather,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.222,1.96,58.2,27.24,0.97,1.04,0.83,0,10.0,90.0,16.0,0.1
Yency Almonte,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.168,0.86,44.94,31.75,0.94,1.07,0.72,0,10.0,90.0,16.0,0.1
Mark Leiter Jr.,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.215,1.75,51.23,36.69,1.11,1.15,0.9,0,10.0,90.0,16.0,0.1
Héctor Neris,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.2,1.31,46.68,22.33,1.08,1.16,0.81,0,10.0,90.0,16.0,0.1
Adbert Alzolay,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.279,2.0,25.75,34.61,0.9,1.18,0.56,0,10.0,90.0,16.0,0.1
Drew Smyly,2024-03-28,Nathan Eovaldi,Chicago Cubs,0.159,1.84,45.68,43.86,1.17,1.08,0.9,0,10.0,90.0,16.0,0.1
Marcus Semien,2024-03-28,Justin Steele,Texas Rangers,0.129,1.96,55.77,44.64,0.94,1.02,0.68,0,10.0,90.0,16.0,0.1
Corey Seager,2024-03-28,Justin Steele,Texas Rangers,0.333,1.86,50.24,48.68,1.11,0.98,0.63,0,10.0,90.0,16.0,0.1
Josh Jung,2024-03-28,Justin Steele,Texas Rangers,0.337,1.02,49.0,28.86,1.07,1.12,0.73,0,10.0,90.0,16.0,0.1
Adolis García,2024-03-28,Justin Steele,Texas Rangers,0.16,2.02,41.61,29.72,0.96,0.95,0.72,1,10.0,90.0,16.0,0.1
Wyatt Langford,2024-03-28,Justin Steele,Texas Rangers,0.162,1.48,54.27,48.2,0.93,1.07,0.79,0,10.0,90.0,16.0,0.1
Jonah Heim,2024-03-28,Justin Steele,Texas Rangers,0.252,0.9,53.74,27.73,0.97,0.94,0.89,0,10.0,90.0,16.0,0.1
Ezequiel Duran,2024-03-28,Justin Steele,Texas Rangers,0.176,1.98,54.49,25.1,1.12,0.97,0.97,0,10.0,90.0,16.0,0.1
Travis Jankowski,2024-03-28,Justin Steele,Texas Rangers,0.164,0.8,42.63,23.56,1.12,1.05,0.76,1,10.0,90.0,16.0,0.1
Evan Carter,2024-03-28,Justin Steele,Texas Rangers,0.326,1.66,46.16,24.67,1.07,1.05,0.53,0,10.0,90.0,16.0,0.1
Leody Taveras,2024-03-28,Justin Steele,Texas Rangers,0.317,0.8,39.31,47.79,1.01,1.13,0.87,0,10.0,90.0,16.0,0.1
Jared Walsh,2024-03-28,Justin Steele,Texas Rangers,0.203,1.7,44.02,49.49,0.98,1.02,0.96,0,10.0,90.0,16.0,0.1
Nathan Eovaldi,2024-03-28,Justin Steele,Texas Rangers,0.182,1.16,26.29,29.93,1.01,1.07,0.56,0,10.0,90.0,16.0,0.1
Josh Sborz,2024-03-28,Justin Steele,Texas Rangers,0.12,0.82,42.4,28.31,1.0,1.16,0.55,0,10.0,90.0,16.0,0.1
Kirby Yates,2024-03-28,Justin Steele,Texas Rangers,0.195,1.9,41.28,22.88,1.1,1.1,0.6,0,10.0,90.0,16.0,0.1
José Leclerc,2024-03-28,Justin Steele,Texas Rangers,0.165,1.87,52.39,41.36,0.94,1.18,0.91,0,10.0,90.0,16.0,0.1
David Robertson,2024-03-28,Justin Steele,Texas Rangers,0.252,1.5,46.68,28.79,0.91,0.96,0.87,0,10.0,90.0,16.0,0.1
Steven Kwan,2024-03-28,Alex Wood,Cleveland Guardians,0.316,0.9,57.54,36.82,0.97,0.98,0.69,0,10.0,90.0,16.0,0.1
José Ramírez,2024-03-28,Alex Wood,Cleveland Guardians,0.173,1.56,39.43,35.51,0.97,1.07,0.59,0,10.0,90.0,16.0,0.1
Ramón Laureano,2024-03-28,Alex Wood,Cleveland Guardians,0.325,2.15,51.41,34.77,1.0,0.97,0.71,0,10.0,90.0,16.0,0.1
Josh Naylor,2024-03-28,Alex Wood,Cleveland Guardians,0.175,1.76,37.3,39.74,1.04,1.0,0.51,0,10.0,90.0,16.0,0.1
David Fry,2024-03-28,Alex Wood,Cleveland Guardians,0.309,1.15,55.76,24.72,1.15,0.93,0.86,0,10.0,90.0,16.0,0.1
Tyler Freeman,2024-03-28,Alex Wood,Cleveland Guardians,0.22,1.53,41.95,41.36,1.04,1.18,0.53,0,10.0,90.0,16.0,0.1
Andrés Giménez,2024-03-28,Alex Wood,Cleveland Guardians,0.193,1.27,51.63,26.05,1.01,0.9,0.78,0,10.0,90.0,16.0,0.1
Austin Hedges,2024-03-28,Alex Wood,Cleveland Guardians,0.126,1.14,29.85,20.91,1.02,1.07,0.79,0,10.0,90.0,16.0,0.1
Brayan Rocchio,2024-03-28,Alex Wood,Cleveland Guardians,0.318,1.72,55.88,46.01,1.01,1.14,0.99,0,10.0,90.0,16.0,0.1
Shane Bieber,2024-03-28,Alex Wood,Cleveland Guardians,0.27,1.91,27.44,25.41,1.12,1.14,0.9,0,10.0,90.0,16.0,0.1
Eli Morgan,2024-03-28,Alex Wood,Cleveland Guardians,0.176,1.44,47.43,20.37,1.15,1.18,0.96,0,10.0,90.0,16.0,0.1
Tim Herrin,2024-03-28,Alex Wood,Cleveland Guardians,0.21,1.39,48.77,34.71,1.02,1.0,0.5,0,10.0,90.0,16.0,0.1
Nick Sandlin,2024-03-28,Alex Wood,Cleveland Guardians,0.275,0.94,35.66,36.06,0.95,1.04,0.7,0,10.0,90.0,16.0,0.1
Ryan Noda,2024-03-28,Shane Bieber,Oakland Athletics,0.148,1.11,35.7,22.15,1.02,1.09,0.63,0,10.0,90.0,16.0,0.1
Darell Hernaiz,2024-03-28,Shane Bieber,Oakland Athletics,0.181,1.39,52.01,47.36,0.91,1.14,0.82,0,10.0,90.0,16.0,0.1
Zack Gelof,2024-03-28,Shane Bieber,Oakland Athletics,0.315,1.77,58.48,35.03,1.07,1.07,0.76,0,10.0,90.0,16.0,0.1
JJ Bleday,2024-03-28,Shane Bieber,Oakland Athletics,0.216,1.21,33.92,41.02,0.98,0.92,0.59,0,10.0,90.0,16.0,0.1
Brent Rooker,2024-03-28,Shane Bieber,Oakland Athletics,0.162,1.92,35.4,22.92,1.08,1.08,0.95,0,10.0,90.0,16.0,0.1
Seth Brown,2024-03-28,Shane Bieber,Oakland Athletics,0.189,1.97,56.93,41.15,0.98,1.19,0.85,0,10.0,90.0,16.0,0.1
J.D. Davis,2024-03-28,Shane Bieber,Oakland Athletics,0.321,1.11,32.84,23.56,1.19,1.19,0.53,0,10.0,90.0,16.0,0.1
Shea Langeliers,2024-03-28,Shane Bieber,Oakland Athletics,0.239,2.15,57.99,25.48,1.15,1.04,0.59,0,10.0,90.0,16.0,0.1
Lawrence Butler,2024-03-28,Shane Bieber,Oakland Athletics,0.27,1.71,59.79,47.07,1.05,0.91,0.64,0,10.0,90.0,16.0,0.1
Esteury Ruiz,2024-03-28,Shane Bieber,Oakland Athletics,0.285,1.91,44.59,23.81,1.14,0.95,0.52,0,10.0,90.0,16.0,0.1
Nick Allen,2024-03-28,Shane Bieber,Oakland Athletics,0.285,1.16,40.49,30.83,0.92,1.16,0.88,0,10.0,90.0,16.0,0.1
Alex Wood,2024-03-28,Shane Bieber,Oakland Athletics,0.222,1.53,44.98,28.22,1.11,1.16,0.93,0,10.0,90.0,16.0,0.1
Kyle Muller,2024-03-28,Shane Bieber,Oakland Athletics,0.272,1.32,58.41,24.56,1.19,1.08,0.7,0,10.0,90.0,16.0,0.1
T.J. McFarland,2024-03-28,Shane Bieber,Oakland Athletics,0.245,1.54,59.29,36.15,0.99,1.12,0.54,0,10.0,90.0,16.0,0.1
Michael Kelly,2024-03-28,Shane Bieber,Oakland Athletics,0.19,1.34,40.66,22.9,1.07,0.98,0.59,0,10.0,90.0,16.0,0.1
Charlie Blackmon,2024-03-28,Zac Gallen,Colorado Rockies,0.299,1.41,44.98,30.38,0.91,1.14,0.63,0,10.0,90.0,16.0,0.1
Jake Cave,2024-03-28,Zac Gallen,Colorado Rockies,0.308,1.82,43.65,32.57,1.08,1.12,0.55,0,10.0,90.0,16.0,0.1
Kris Bryant,2024-03-28,Zac Gallen,Colorado Rockies,0.266,1.03,53.4,49.34,0.96,0.96,0.61,0,10.0,90.0,16.0,0.1
Michael Toglia,2024-03-28,Zac Gallen,Colorado Rockies,0.234,1.74,52.06,42.62,1.17,1.15,0.63,0,10.0,90.0,16.0,0.1
Nolan Jones,2024-03-28,Zac Gallen,Colorado Rockies,0.213,1.02,57.74,26.12,1.07,1.1,0.67,0,10.0,90.0,16.0,0.1
Brendan Rodgers,2024-03-28,Zac Gallen,Colorado Rockies,0.163,1.63,38.48,24.1,0.93,0.97,0.69,0,10.0,90.0,16.0,0.1
Ryan McMahon,2024-03-28,Zac Gallen,Colorado Rockies,0.195,1.6,35.89,32.5,0.92,1.05,0.83,0,10.0,90.0,16.0,0.1
Elias Díaz,2024-03-28,Zac Gallen,Colorado Rockies,0.156,2.04,38.29,28.03,1.03,1.19,0.95,0,10.0,90.0,16.0,0.1
Jacob Stallings,2024-03-28,Zac Gallen,Colorado Rockies,0.172,1.54,50.83,38.42,0.99,1.06,0.92,0,10.0,90.0,16.0,0.1
Ezequiel Tovar,2024-03-28,Zac Gallen,Colorado Rockies,0.171,2.17,39.14,22.57,1.16,1.15,0.54,0,10.0,90.0,16.0,0.1
Elehuris Montero,2024-03-28,Zac Gallen,Colorado Rockies,0.146,1.79,49.6,46.26,1.07,0.97,0.82,0,10.0,90.0,16.0,0.1
Brenton Doyle,2024-03-28,Zac Gallen,Colorado Rockies,0.291,0.81,25.65,26.92,0.99,0.98,0.85,0,10.0,90.0,16.0,0.1
Kyle Freeland,2024-03-28,Zac Gallen,Colorado Rockies,0.153,1.19,57.2,49.61,1.04,1.16,0.71,0,10.0,90.0,16.0,0.1
Anthony Molina,2024-03-28,Zac Gallen,Colorado Rockies,0.168,0.81,58.93,41.81,1.15,1.04,0.82,0,10.0,90.0,16.0,0.1
Jalen Beeks,2024-03-28,Zac Gallen,Colorado Rockies,0.33,1.16,28.8,26.32,1.13,1.1,0.95,0,10.0,90.0,16.0,0.1
Victor Vodnik,2024-03-28,Zac Gallen,Colorado Rockies,0.195,1.87,41.97,40.53,1.05,1.08,0.71,0,10.0,90.0,16.0,0.1
Nick Mears,2024-03-28,Zac Gallen,Colorado Rockies,0.253,1.92,27.85,42.17,1.18,1.09,0.62,0,10.0,90.0,16.0,0.1
Ketel Marte,2024-03-28,Kyle Freeland,Arizona Diamondbacks,0.254,1.63,36.88,20.25,1.05,0.98,0.67,0,10.0,90.0,16.0,0.1
